Unnamed: 0,Ratings,Full_review,word_count,cleaned_length
17599,5.0,very nice sound nonetheless got damaged speaker first replaced got perfect one finally thanks amazon,20,15
17600,5.0,bass superb sound quality fine sound pleasant hear rate best brand but wire provided speaker le length useful keeping speaker around room edge,42,23
17601,2.0,writing review using speaker year one best buy audio system sound quality good bass preset perfect worry same sound distort even volume full bluetooth connectivity good auto connects connected device remote access still working perfect bestt buy range,69,38
17602,5.0,bought birthday delivered exactly date nice speaker love them good sound loud enough jam session breathing rgb led small chord surround basically cut chord tape normal wire now there one speaker end room corner woofer sits beneath cinema experience,62,39
17603,4.0,using smartphone get loud clear connected becomes beast volume go high compared smartphone well clarity balance sound increase quality output even tweaking window sound setting,63,25
17604,1.0,delivered one day expected indian product nice awesome product really nice sound awesome price range best truely speaking got everything perfect the sound clear quality good led attractive bass also good infact everything better expected there space improvement wire would bit long thanks zebronics proud use product made india,102,49
17605,4.0,like channel speaker bass superb quality like but rgb light soo good under value speaker superb good quality glossy finish,35,20
17606,5.0,bought product june month audio output port stopped working now managing remaining port although sound quality bass woofer really good the issue quality rca port cheap quality also show year warranty customer visit service center sadly entire bangalore city far travel summarize recommend buying product luck long sustain guaranty,107,49
17607,1.0,fully satisfied nice bass treble just awwsome somtimes feel missing bass switch control bass the best home theater average brand best deal,28,22
17608,5.0,product nice sound quality good but sometimes loos bluetooth connection look brilliant obviously give small threatre feeling tell bluetooth connected compared type but overall review good and push speaker dust cap keep away kid,53,34
17609,5.0,very good speaker price range bought rupee only problem feel bass treble adjustment,23,13
17610,3.0,loved product awesome buy price look wise good loved finish highlight changing color very easy connect use manual given along give detailed information though the quality sound also gr even volume give high sound easily play music mobile phone via bluetooth remote given decedent,68,44
17611,1.0,best price range superb base quality think best home thetere market price range sufficent sound atlest feets good job amazon thnq much delivered day delivery date,40,26
17612,5.0,awesome product zebronics amazon sound quality superb loudness average but bass more than expected overall best value money product rupee blindly brought rupee amazon special price drop offer,48,28
17613,5.0,very good product price level complain good packing delivered time decent output big hall suitable home office well designed cable including remote control,36,23
17614,1.0,surround sound working cable expect much,12,6
17615,5.0,this product amazing sound quality volume control verry good and connects very fast,18,13
17616,3.0,happy product sound quality,10,4
17617,4.0,amazing sound quality music feel fab sit feel just amazing,16,10
17618,5.0,good music system sound quality good volume control good bluetooth connectivity good overall price good thanks zebronice,21,17
17619,5.0,bought product amazon great indian festival awesome product price range sound quality good bass controller,25,15
17620,5.0,nice music system just one remark speaker small treble little low,18,11
17621,5.0,writing review using month sound quality awesome bluetooth aux connection working well awesome bass sound looking best home theater,41,19
17622,5.0,sound quality good price bluetooth connectivity also good overall perfomance good price range buy product great indian festival thanks amazon giving genuine product,30,23
17623,5.0,bass good bluetooth connectivity fast sound quality super mobilr working great led cable great product price range,27,17
17624,4.0,cant turn led light look good sound quality bass dope,17,10
17625,5.0,bought still work well sound quality also good good product price range remote controller still working that good thing even remote controller big brand long lasting bass lover definitely worth buying remember one thing extra ordinary product you get nice product reasonable price,76,43
17626,5.0,very happy product value money fulfills basic poor man home theatre have found issue except minor fine tune device work would helped every time product switched volume play highest bring back every time which annoying,57,35
17627,5.0,average product cost le delivers bought short cash got paid for everything part component worked specified,34,16
17628,5.0,excellent bought one boy loving the volume great hall fill play bass treble perfect listening occasional party mood bluetooth connectivity perfect carry mobile around home play,50,26
17629,5.0,excellent,1,1
17680,4.0,superb speaker very nice bass sound well purchased indian diwali festival sale deal even bluetooth feature really nice actually want give star rating giving star speaker wire really small need extra wire extention mount corner wall,67,36
17681,1.0,awesome sound quality bass value money,8,6
17682,5.0,nd time buy bass good last time cost this time cost high but sound bass perfect use last year,28,19
17683,5.0,need understand save channel number default volume must option set well someone mentioned bass missing think ha overall good experience,38,20
17684,2.0,nice product worth,5,3
17685,5.0,haven used remote yet perfect surround sound home theatre experience packaging good delivery fast felt control knob bit weak remote tested bluetooth pairing also work well sound good clarity perfect create much disturbance neighbour even playing high volume update month usage circuit display getting cut matter good cheap product always branded one like sony samsung philip etc ever dissapoint you,108,60
17686,4.0,zebronics always making supremely good yet affordable product low price really nice product bluetooth aux radio various type wired connection well strongly recommend looking good home theater affordable price best one could find range,53,34
17687,3.0,clear sound bass also good easy pair bluetooth listen video valume loud clear fully satisfied seeing lot negative review thought try bcoz many positive cmnts but believe worth money,55,29
17688,4.0,speaker good sound quality also better budget small budget want buy home theater without doubt thing quality product amazon take care received box little bit damaged inside box two five speaker damaged also look like received used product scratch speaker overall product good price range,83,45
17689,5.0,worst product dont buy speaker bass,9,6
17690,5.0,thanks service product setup whole speaker one speaker work speaker sound but mob connect via speaker better work but unsatisfied product hope next time giving best service face problem replacement,55,30
17691,1.0,good product thc print good sound quality easily conneced mobile al connected smart aux cable overall experience good,23,18
17692,5.0,writing review use year product gave hard time far easy install nice bass the surround sound awesome connection aux work perfectly fine work great home theatre,42,26
17693,4.0,it output power watt wa powerful it sound quality standard it woofer sound make feel music better way nice quality bought item year ago since complaint happened product thank amazon zeebronics,47,31
17694,5.0,super product sound quality soo good never expected price worth money using since month after writing review,29,17
17695,5.0,pro lucrative price easy connect aux usb remote control ease setup con build material good since price settle margin need better cable management,33,23
17696,5.0,gifted si glad liked impressed sound bass price one great sound system for commenting sound bass good well getting bose r you need spend lakh that expect dolby atmos sound range and people looking sound system budget definitely you,83,39
17697,5.0,awsome product using almost year issue,11,6
17698,5.0,writing review year use it value money bluetooth connectivity really really good still working fine like worked day one,33,19
17699,3.0,purchased aug writing review nov using year get better speaker price,29,11
17700,1.0,sound quilaty good bass ossum bluetooth connection superb and channel good surround sound superb thank amazon,26,16
17701,5.0,good iam happy,3,3
17702,5.0,when bluetooth connectivity used subwoofer work for aux cable world subwoofer made plastic material sound quality good looking best quality moderate budget perfect,39,23
17703,4.0,this beautiful looking speaker set great bass but sadly remote faulty it continuously activated without button pressed see foto worse return replace time expired sure the surround speaker great speaker better but nice ordered got,74,35
17704,5.0,very worst product dameged piece deliveryed replacement taken dont buy sound quality worst low sound connect possible way connect waste many,31,21
17705,5.0,sound quality extremely good build quality also good best product bought,21,11
17706,1.0,build quality good price sound quality feel bass really good little lack clarity connectivity there problem connectivity bluetooth feature work pretty well got price inr price really value money product recommended,72,31
17707,5.0,thanks amazon zebronics company speedy replacement product earlier defective piece delivered later informed fresh piece good sound quality excellent bluetooth connectivity remote control delivered,37,24
17708,4.0,super sound quality good remote control bluetooth next level,11,9
17709,5.0,drawback sound sound low default volume and max volume otherwise base,25,11
17710,1.0,nice product bass vera level comfortable fit wire connectivity sprb gud sound noise sound,13,14
17711,3.0,using product last month one word awesome product bass good vocal also clear without second thought,29,16
17712,4.0,worth money,4,2
17713,1.0,best speaker zebronics unexpectable sound quality good bluetooth connectivity satisfied,13,10
17714,5.0,using year brand wil get never good price awesome woofer small speaker,20,12
17715,5.0,sound quality good,4,3
17716,1.0,when bought stereo sound little fear buying product but bought this really usefull sound great budget handy thank much,39,19
17717,5.0,remote control sound quality bluetooth connectivity good value money purchased inr before buying little confused sound system sound buy but much satisfied zebronics,39,23
17718,1.0,good working sensitive,4,3
17719,2.0,supar sound,2,2
17720,2.0,the sound quality excellent,5,4
17721,5.0,good product zebronic amzon also fast delivery fully satisfied,11,9
17723,1.0,the product good bass quality extremely good best sound conversation mode convert sound sound best feature home theatre,34,18
17724,5.0,very good product love thank amazon,9,6
17725,3.0,amazing product low price,7,4
17726,4.0,month using sound quality good can connected bluetooth easily regret worth buying affordable,24,13
17728,1.0,the sound clear the bass control available remote adjust playback device this home theater perfect x room hosting house party gadget defenitely increase reputation better expensive portable sound speaker portability primary requirement,63,32
17729,3.0,good,3,1
17780,2.0,damage product,3,2
17790,1.0,bass low low speaker bass effect bluetooth working humming noise more review speaker especially bass lover,32,16
17791,2.0,received old piece home theatre like two year old dust shining without original box model written home theatre come problem exchange return,36,22
17792,1.0,bass low home theater cheap home theater,14,7
17793,1.0,two speaker working remote working bass low don purchase,12,9
17794,2.0,first time ordered this quality good one speaker working replaced replace product damaged also one speaker working condition,30,18
17795,1.0,build quality poor the aux cord get broken inside and aux cable quality also good wire like cheap quality,35,19
17796,1.0,the product worth rupee don expect much sound quality bluetooth connectivity better expected one speaker damaged overall good product,34,19
17797,5.0,the box broken want money back either never buy item,18,10
17798,5.0,today customer care help give star,10,6
17799,5.0,home theatre good for low budget use one year complete trouble fantastic product,18,13
17800,5.0,sound,1,1
17801,5.0,most importantly sound quality good you buy without hesitation,14,9
17803,5.0,plz buy home theatre received broken damaged buy zebronics rupee,17,10
17804,5.0,when order spice gold series the home theatre old speaker also old dusty and speaker already damaged,24,17
17805,5.0,fraud hua hamare sath local quality speaker low base local brand,12,11
17807,5.0,loss,1,1
17809,5.0,satellite speaker broken the main speaker shwon image,14,8
17810,5.0,product quality good sound quality poor,9,6
17811,5.0,one speaker working one damaged,9,5
17812,5.0,not quality value sound specar demej,6,6
17813,5.0,average product day repair,6,4
17814,4.0,super sound quality picture lowest price must buy,14,8
17815,5.0,not good only short period,7,5
17816,1.0,sound quality bass quality,5,4
17817,4.0,bos working remote sound quality normal,8,6
17819,4.0,like sound system but dislike ayurveda,8,6
17820,4.0,waste money time,5,3
17821,3.0,like sound quality amod,4,4
17822,4.0,nice quality,2,2
17823,1.0,bass good but price point,10,5
17824,4.0,material damaged,2,2
17826,1.0,send new one not old damage,8,6
17827,3.0,the product delivered damaged,6,4
17828,3.0,noo,1,1
17829,5.0,nice product happy,5,3
17830,2.0,bass veri low,3,3
17831,1.0,not working properly,3,3
17834,1.0,speaker damaged,3,2
17835,2.0,spiker bed,3,2
17836,1.0,super working,2,2
17838,4.0,voice good small spcker bad voice,10,6
17890,1.0,feel like old megaphone,4,4
17891,2.0,bass low,6,2
18010,5.0,please return product,4,3
18011,5.0,this,7,1
18130,1.0,awesome product ball best value money superub output audio quality thank amazon,16,12
18131,5.0,got room prime day sale great price perfectly wanted room bass treble great depth amazing distortion even high level easily connects bluetooth aux adjust equaliser bluetooth device music get absolutely fantastic feel only issue felt card standard dont know card take however bother much use mostly bluetooth direct input pen drive also used overall loving amazing too edit still loving played mp s usb stick today amazing quality again you realise true sound lovely speaker great quality music just one issue shuffle feature randomising song folder you punch song number but random shuffle would great,155,95
18132,4.0,this product really amazing sound quality extraordinary would even better product wireless speaker but still rock,21,16
18133,5.0,seller appario retail private ltd purchased price return policy both refund replacement overall rating always wanted wooden speaker set dekstop setup finally super happy took iball tarang speaker sound amazing look sleek too pro amazing sound quality distortion punchy woofer loud enough medium size room used along watching movie also used standalone medium player ha control bass treble perfect even pre configured setting hassle free setup support aux bluetooth card usb play pause next option ha functionality too remote control premium build quality wood casing reasonable pricing con all sound control located remote only wish physical knob too aux output satellite connect headphone easily required accessible conclusion this definitely best affordable speaker desktop ball tarang lived upto name would surely recommend product,221,122
18134,1.0,within one week use system stopped working given complaint technician came repair attended said spare available after visit six week time time written mail one answer forwarded complaint within two working day come back there answer till date after wait two month finally product serviced started working again since done ball service today thought mention status now,93,57
18135,4.0,awesome product sound quality good price range,11,7
18136,5.0,one could listen two song time would bought one these astounding bass treble mid range separation ear woke deep coma amazon music perpetually playing ever since speaker arrived iball yes eyeball pop out,49,33
18137,5.0,like radio fast good connectivity bluetooth connect one click remote easy use remote operation easy usb full featured sound system sound cristal clear classic look sound good bass trible control remote whic convenient con say negative nothing,64,37
18138,5.0,transformer keep burning again even repaired ball engineer ball customer care one worst world month keep calling them they keep saying look matter and nothing done side never buy ball product they are scam,59,34
18139,4.0,don fooled high rating bit average good better price range taken own great product the bass lack deep punch increase treble music lose fidelity google search audio fidelity know the older tarang full wood better term fedility produce low frequency hz puncher bass pro good enough price older non version noticeably better term sound quality bluetooth fully remote operated bass treble volume mode etc minimalistic design con setting memory retained therefore everytime turn power back power volume mode bass treble default original set manually super annoying only channel frequency retained the aux mode low volume terribly loud like above turn back cycle bluetooth mode thunder switching super annoying luckily there one frequency silent set silent product still use oldest crappy bluetooth streaming codec sbc not even aac modern aptx audio quality fedility latency poor the aux much better use wire day granted many people know thing ear trained can back star,275,151
18140,4.0,sound quality speaker really great totally happy performance one thing really like product forgets last set volume level everytime start high volume which kinda annoying apart input selection take time delay respond,56,32
18141,2.0,receive product the main speaker refurbished old lot dust satellite speaker new sound quality feature nice stop working within one month know lost money,51,24
18142,1.0,very nice sound quality good expected,8,6
18143,4.0,quality sound very good bass please ignore rating around low bass etc perfect large room great balance sound output sound quality work like magic well aux using alexa brilliant,47,29
18144,2.0,whenever switch speaker volume level start preset value loud remember last setting there local volume control hence whenever switch box ready remote reduce volume ready ear plug,50,27
18145,5.0,buy older version like x iball tarang red others looking price around luckily came across jewel read genuine review reluctantly brought rupee first bluetooth speaker now this black jewel unbelievably sounding good give sharp high mid low range sound quality only thing bass treble cannot controlled without remote which mean remote control must safeguarded,87,54
18146,5.0,can trust iball anymore product low quality customer support service guarantee nothing one give damm buy iball product stuck trap,33,20
18147,5.0,very normal speaker good hype created around reason sub watt watt only incorrect entry promos advertisement user manual clearly mention watt front plastic control panel noisy make noise vol much audible disconnect small satellite test sub bass low grade make low end punch hyped disappointing even small room when bass treble kept minimum hear nice clean low end bass increase bass hertz boosted boomy hence spoil whole thing here treble increase frequency like hertz lot eventually increase loudness high frequency expect increased soundstage low quality sound disappointing expected the set overpriced add another get best one there sound much much better term sound quality overall dynamic,203,106
18148,4.0,pro classic look astonishing sound quality for price range very useful remote controller con the subwoofer make constant humming sound moment device switched replacing update replacement arrived upon unboxing immediately realized seller shipped already used returned unit the woofer corner dented surface soiled annoying humming sound sought replacement first place noticeable now sent replacement unit back amazon issued full refund strong advice never buy anything seller called computer factory,108,69
18149,1.0,why buying speaker sound buyed amazon prime day sale really really amazing sound totally paisa vasool blindly only request manufacturer please make bluetooth default input source instead aux,50,28
18150,1.0,recieved faulty unit first speaker stopped working hour use then got replacement sound quality bass really good overshadows frequency the satellite emphasize mids high every song feel bass heavy opinion satellite original iball tarang wooden one without bluetooth much better,63,40
18151,1.0,tarang classic system billed amazon th october delivered th october packing good but system sound quality poor when music whistling sound coming even power mode whistling sound contacted local service centre the feedback good ball then sent mail iball directed service centre calicut kerala place the technician inspected home said board faulty the replacement come ball even ten day spare come the worst part nobody including ball from received another mail regarding supply spare unable commit time frame get repaired spent money with faulty system,142,85
18152,5.0,solely bought extra bass effect normal bluetooth speaker fail deliver one got right need wouldn expect anymore prime day offer sure regret,39,22
18153,2.0,sound quality power humming sound hearing alltime irritating satisfied last memory provided including volume bass treble mode change changed suitable taste power next time come back position like sound effect volume control deficate using,69,34
18154,5.0,like classic semi class music lack sweetness want return cost got good volume nice shake bedroom but feel midrange powering yes set trebile bass per liking the finish product excellent never expected recommend blast protection circuit this circuit find expensive put damper think put swaker instead tweeter cause people tend blast happy occasion first thing tweeter say left right working these limited kind output learn respect forn keep mind review,162,70
18155,1.0,never expected mind blowing product ball truly superb base output awesome,17,11
18156,2.0,would waste time tell bad bass bass all iball point making product want come business sound sell still server purpose,53,20
18157,5.0,sound quality good stopped working within day after tried reach amazon customer support told file complaint iball customer care since almost month get touch customer support tried sending email customer support reply working infact aux cable poor quality specifically connector it aux issue connection time again sound quality good given price range sale support,98,54
18158,5.0,compact good design decent audio quality remote function including bass treble remote compatible firestick though irritating thing volume equaliser reset switch set everytime save setting,39,25
18159,5.0,pls buy product they provide onsite service they always make excuse speaker got within month year they providing solution they customer care they pick call very bad experience seen ever iball product worst don waste money,63,36
18160,4.0,the sound really awesome create noise you listen song whole day it sound remains balanced time perfect bass give perfect bass needed single large room want bass noisy place good that posting review one month use give woody sound make different sound crystal clear listening song p youtube however turn fan need increase volume listen clearly overall best single room personal use small family you get better bluetooth connectivity others range,138,71
18161,4.0,item received well time specified unboxing found material packed good care original polythene iball brand marked polythene ensure genuinity immediately put use sound quality perfect matching bass soothing ear starting satelite speaker main whooper remote everything working fine only con find every time switch set tune volume level manually per requirement otherwise start playing music would play full volume the setting volume bass treble level put user per choice saved machine would recommend interested person buy within price range best,133,80
18162,4.0,made mistake ignoring review warned humming sound got speaker day ago subwoofer bad humming noise could tolerate min the humming sound come even input output cord connected even speaker mute got replaced yesterday even replaced unit constant humming sound irritating want use speaker min although noise bad previous unit still bad thinking replacing well asking return will update review,133,59
18163,2.0,could asked value money product got delivered le hr aux bluetooth everything work fine loved fact control bass treble remote bluetooth work great aux sound great too loved sound quality not much bass people may like right amount bass enjoy genre music loved,84,43
18164,5.0,just opened checked functionality aux bluetooth radio all feature working correctly great product sound quality quite better overall thump that,31,20
18165,5.0,this good multimedia speaker computer don expect anything beyond that please ensure pay extra penny the price quoted product get price range mentioned above got sale price mentioned not worth penny beyond that also another point sort keep giving humming sound playing something probably amplification within,89,46
18166,5.0,using product since couple month review easy fast connection via bluetooth aux auto connects previously connected device connection pairing laptop tablet smart phone easy remote control handy easy use control panel speaker also good volume button function remote performed control panel itself sound quality great good small party inside home outdoor sound quality volume enough need speaker playing outside house big one higher wattage bluetooth connectivity work corner house range bluetooth good price could somewhat le bought inr think range inr overall happy product,153,84
18167,5.0,this speaker proven every aspect sound quality loudness bluetooth connectivity reception best watch movie give theater like sound dont find many channel speaker made wood day something set speaker apart listing raw music best listning unplugged number,62,37
18168,5.0,connects seamlessly bluetooth device sound output excellent you control bass treble though preset equilzers but good output one feel much need fiddle control very happy purchase,43,26
18169,1.0,electricity go turn power off remote necessary turn speaker good product update randomly stopped working customer support unresponsive wait day take another star off update what point warranty tag pay ship piece junk them absolutely horrific customer service contacted twitter via mail avail cringe company avoid cost,88,47
18170,5.0,awesome price may ideal audiophile since sound seems equalised treble but device probably meant someone want enjoy music movie sound without worrying much accurate sound reproduction loved sound perfect price,53,30
18171,5.0,brother loved gift chose specifically perfectly working old led optical audio hdmi arc option had buy additional rca female aux male cable buck local shop make work expected buying thia multimedia speaker sound quality superb watt speaker combined remote quality standard work mess far often bluetooth adequate,83,47
18172,2.0,iball tarang one best sound system money range product purchased year ago yet good condition iball tarang decided purchase friend expected,52,21
18173,5.0,sound quality clarity good without doubt bass treble control remote control want badly bluetooth connect moble distacnce without problem usb memory card connection control system good buy without doubt compare edifer jbl,63,32
18174,2.0,upgraded vintage ch creative speaker impressed performance iball tarang ch system this huge step previous speaker painful ear the bass adequate decent treble bass treble adjusted via remote suit requirement bluetooth connectivity good have yet tried usb card option overall quite satisfied purchase,75,43
18175,1.0,amazing product worth believe usually give flattering review genuinely require appreciation hall room even big enough like yard room also sound crisp clear eminent bass you feel like channel the sound quality impressive these first impression product looking awesome product budget range blindly trust regret,88,45
18176,1.0,already without bluetooth searched many speaker new one finally come iball mind set now fully satisfied superb awesome sound quality loved bass superrrr rock have blast thank iball,50,28
18177,5.0,admire remote control even positioning opposite direction con device start high volume also off position speaker give humming sound,25,19
18178,1.0,don buy amazon customer care suck tell colleague family friend deal amazon they hand faulty product ask contact iball team really suck after received being used day left speaker work must problem audio jack hence returning asked refund,62,38
18179,1.0,ullimate super dhaakad beautigul classic ball speaker turn volume set percent this lower volume which good speaker maximum volume percent bass volume good super cool purchase,34,26
18230,5.0,awesome sound quality best suitable small party small function really happy using product,17,13
18231,1.0,it month now much satisfied product,13,6
18232,1.0,simply super,2,2
18233,5.0,like,2,1
18235,1.0,awesome sound quality good product looking also beautiful,11,8
18238,1.0,not currently,2,2
18239,1.0,,1,0
18240,4.0,good looking base sound quality good recommend this product,10,9
18242,5.0,the product highly inefficient the bluetooth connectivity bad connected one device struggle around min connect another device disconnecting first one also sound quality deteriorating day day worked well first day buying speaker waste money please look better product this thanks amazon accepting return refunding money,84,45
18243,1.0,okay product price the pin loose plug,14,7
18244,5.0,like product room big good large room sound quality good bass good overall product good range,32,16
18245,5.0,very beautiful premium product,5,4
18246,2.0,all working could connect satellite woofer wairlessly due wair place four corner living room though mentioned wairless specification happy full happy,42,21
18247,5.0,sound quality amazing built quality improved little,11,7
18248,1.0,received replacement good product sound quality low bufer quality low request second replacement response refundebal payment potion bed service amazon facility received coll,35,23
18250,1.0,worst ever product sound qulaity pathetic cannot return this product well feel very dejected customer care also telling upfront they cant take this product back dont for this product,35,29
18251,5.0,major issue when connecting volume rca sub woofer volume le,18,10
18252,4.0,bluetooth connection support low connection problem,13,6
18253,1.0,averge product,2,2
18255,5.0,minor loose small speaker but promote contain key bass treble increase decrease,19,12
18256,4.0,worst sound quality bass mark,11,5
18257,5.0,worst,1,1
18258,5.0,sound quality good,5,3
18259,1.0,bass quality poor sound quality good,9,6
18260,5.0,very low base even high bass song,11,7
18261,5.0,very loss not good sound quality bass bed performance best,13,10
18264,5.0,very bad,2,2
18265,1.0,the bass good giving feel,10,5
18266,5.0,bass rude waste money,7,4
18267,4.0,two satellite working,4,3
18268,5.0,sound quality good bluetooth connectivity good,8,6
18269,4.0,worst,1,1
18270,5.0,useless product,2,2
18271,4.0,sound quality good looking stunning bass also good fast bluetooth connectivity really amazing product,20,14
18272,5.0,this product wonderful specially bass use full volume room window door start vibrating great product zebronics,25,16
18273,5.0,speaker sound good bluetooth littil delay using computer sound,21,9
18410,5.0,really got excited receiving product zebronics name enough got product low price amazon sound quality good got connected using bluetooth phone the problem audio received one second late video audio mismatch connected using bluetooth will update product arrangement,73,38
18411,1.0,quality sound good bluetooth mood kind noise coming wire lengthy enough satellite speaker arrange order experience sorry say stopped working month waste time money many better option dolby output,62,29
18412,4.0,the product best with excellent safty packaging delivered today also tested full volume high quality brass clear sound full volume support bluetooth also and say really loved,44,27
18413,2.0,well worth price purchased old folk home thoroughly enjoying enough bass vocal clear the remote option need clarity definitely good,41,20
18414,1.0,excellent quality high bass sound,5,5
18416,5.0,very good product low cost home theater,9,7
18417,4.0,sound speaker coming like buzzzzzzzz before connecting device except nice product price,20,12
18418,1.0,super feature system loud sound long wire awsome,11,8
18419,5.0,sound veri good bass awesome,5,5
18420,5.0,value money,3,2
18421,5.0,most disgusting service ever got aux port definitely,13,8
18422,1.0,length satellite speaker wire le length like arrange circle diameter foot sit enjoy surround experience not able connect not sure whether issue power cable length also small just foot length apart,64,31
18426,5.0,with one day replaced item total plastic quality ball speaker year old working fantastic percent better dabba quality,33,18
18427,5.0,sound quality really nice built quality seem one sound output front left port stopped working the speaker working output port isn waste two full day taking receiving product service centre update tried calling service centre send engineer place repair system good job zebronics,69,43
18428,1.0,worst one dont buy otherwise nice and warranty also taking responsibility,17,11
18429,5.0,did provide aux cable,5,4
18430,1.0,trying find helpline number order new remote system got damaged would appreciate someone help get new remote,33,17
18431,5.0,worst product going service station don buy please worked day,15,10
18432,1.0,box running,9,2
18433,1.0,working used week working iam satisfied product want return product,23,10
18434,1.0,wireless connectivity speaker,5,3
18435,1.0,bass good,7,2
18436,1.0,very bad product left sound chanal working within day,14,9
18437,2.0,suddenly power showing light nothing sound like got dead,16,9
18438,5.0,this product nice best price good sound quality comfortable led,14,10
18439,2.0,it noice bluetooth,6,3
18442,2.0,defective channel work,7,3
18444,1.0,worst quality sound quality vest buy product dont vest money,13,10
18445,5.0,delicacy item look clumsy the wire delicate short,12,8
18446,1.0,oliyinnn trm vilaiyum cuuppr,4,4
18448,1.0,only speaker port working rest working,11,6
18449,5.0,wast plz order wast product,6,5
18450,4.0,plz change product one speaker working,7,6
18451,1.0,sound quality bass poor,6,4
18452,4.0,perfect sound bass awesome center speaker good remote function good,20,10
18453,5.0,product upto expectation,6,3
18454,3.0,break voice,2,2
18455,5.0,after month subwoofer stoped working,6,5
18456,5.0,this bad quality,5,3
18457,4.0,verry bad quality,3,3
18458,1.0,beautifull product attractive also good nice buy bass godd thanks,20,10
18459,1.0,accept,3,1
18510,5.0,this set speaker suitable music lover pretty much drowns mid high frequency rendering speaker voice just boosting bass prefered music lover love high frequency instrument overall low quality speaker priced high,49,31
18511,5.0,first taken logitech speaker z satisfied volume low returned took nedis stereo speaker found good happy,29,16
18512,1.0,techy can comment technical ability sound quality reproduction speaker but tell price speaker give awesome all round sound the quality untrained ear perfect giving much richer deeper sound probably due subwoofer maybe better quality speaker price want decent speaker pump much volume better quality regular speaker recommend these,96,48
18513,4.0,also da teil hangt meinem meine alten haben ausgehaucht und neues musste her nun hab ich eigentlich praktisches gesucht mich dann aber fur gunstig entschieden keine soo schlechte wahl etwas ungewohnt die energie versorgung uber usb mein rechner kann da nicht wohl alt also mus ein altes netzteil vom handy herhalten da tuts aber die bassbox versorgt die beiden satelieten und weil schon ist hab ich noch weitere boxen dran die werden auch gut mit versorgt und bringen guten sound denke die sateliten alleine sind etwas klein und scheppern aber mehr sollen sie auch nicht also man bekommt wofur man bezahlt keine tole technik aber gerausche zum filmchen auf youtube wer richtigen sound erwartet sollte doch lieber soundbar und kaufen und dafur zahlen,135,123
18515,5.0,lasst sich die lautstarke nochmal aufdrehen wie auch dann ist wirklich sehr gut ich benutze furn konsole ist kein logitech oder bose aber der kleine sub au holz ist gut kein knirschen oder kratzen beim anschluss usb stromversorgung bleibt stabil wie auch der kopfhorer stecker man kann den sub individuell oder au schalten man kann ihn aber auch einfach lassen wenn au ist geht automatisch auch der sub au boxen ideal fur kleines geld ich bin zufrieden,93,77
18517,5.0,solide verarbeitet guter klang der bass ist ziemlich trocken nicht hohl wie bei vielen anderen top preis leistungsverhaltnis,20,18
18519,5.0,nicht kaufen viel versprochen wird der bass ist sehr schwach und die lautsprecher sehr leise,17,15
18521,4.0,sich ist die ton qualitat gut und der bass angenehm aber da kabel von den lautsprecher ist einfach kurz man ist damit sehr eingeschrankt den subwoofer versetzen,31,27
18523,5.0,sehr gut,2,2
18525,5.0,absoluter mull,2,2
18680,2.0,always wanted dual band router without antenna chinese brand finally got one linksys expensive brand price charm the router feel sturdy solid the look minimal well since ugly attention seeking antenna about performance see image reference internet speed mbps old router speed mbps download mbps upload linksys speed ghz mbps download mbps upload linksys speed ghz mbps download mbps upload the router easy browser setup promised technical stuff the router also come multiple interchangeable power adapter head used possible electrical plug brilliant buy really happy one hoping get info speed comparison,151,91
18681,1.0,the router major issue wifi connected device frequently asks sign wifi once isp credential set router wifi internet connectivity device seamless however none device connected wifi worked without facing sign issue and sign issue go away couple restarts and time dhcp stop assigning ip the device get stuck obtaining address this solved either reboot hard reset replaced router new one also issue even though router two day frustrated core constant restarts need perform router device get working returned replacement went back using old tplink router work like charm guess latest firmware bug recent batch hardware defect tried possible solution changing channel width running one band reserving static device adjusting dhcp lease time none fixed issue strictly speaking scope troubleshooting setting router effortless frustrating like this,227,125
18682,1.0,used fan linksys brand never used wanted someday all big review another disappointing router pretty basic fiber connection mbps fleet device running home currently router updated latest firmware checked linksys website also lot interference ghz band le congestion ghz band the ghz band performance varies used first router day got great coverage ghz band near router got full mbps link db signal full isp speed even farthest corner link speed mbps full isp speed db signal strength ghz band pretty much head head ghz band range returned product due another issue got replacement tried that this time link speed mbps near ft router internet speed mbps signal level db when tried next room signal sometimes vanishes sometimes show db internet speed fluctuates mbps maybe untested hardware least get properly working device product farthest reaching ghz band ever seen price range thats reason star average joe parental control bug while running router parental control enabled device sudden notice internet stop working device remove parental control internet back this issue occurs random able reproduce mac binding bug use mac binding router after running alright day one device refuse connect ghz band citing authentication problem this time turn mac filter device able connect back this issue occurs random able reproduce dhcp reservation bug tried adding device few device dhcp reservation list internet stop immediately across device device doesnt show linksys app bandwidth control feature supported wrt supported natively parental control basic unable find device parental control list most important mhz support ghz only ghz channel supported dfs band supported hence suitable use highly congested apartment this still better overrated tplink c support channel band how many bug even waiting show upon usage better get returned maybe try asus rt u router even better old link wr n give lesser issue least better this maybe experienced demanding user need advanced feature maybe router price range average joes better stick old tested hardware update returned piece got hand link definitely linksys got long way catch term stability range firmware feature amazon review system also trash nobody know real rating specific product day review rating jumbled multiple product place,574,353
